s,w,l,height,delta_amp,generation
1.6503332378552287e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.3982478812604,3
2.2090138325985143e-07,6.61260404348799e-07,1.0900917478234221e-07,2.2037759145083957e-07,21.250889457630144,3
1.0684869767613416e-07,5.092029282652723e-07,1.7370267533103656e-07,2.2037759145083957e-07,13.025053677351758,3
1.0684869767613416e-07,5.092029282652723e-07,1.1632737202459051e-07,2.2037759145083957e-07,13.025053677351758,3
2.2090138325985143e-07,6.61260404348799e-07,1.1632737202459051e-07,2.2037759145083957e-07,21.250889457630144,3
1.6503332378552287e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.3982478812604,3
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.893072218996178,3
1.6503332378552287e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,25.3982478812604,3
1.3748213491431994e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,27.893072218996178,3
2.2090138325985143e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,9.719339895278276,3
1.3748213491431994e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,27.893072218996178,3
1.6503332378552287e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.3982478812604,3
1.0684869767613416e-07,5.092029282652723e-07,1.7370267533103656e-07,2.803229566459195e-07,13.025053677351758,3
1.3748213491431994e-07,7e-07,1.2660104689912975e-07,2.803229566459195e-07,27.44765918051953,3
1e-07,3.3676613825124764e-07,1.7575223189192756e-07,2.0775404610657284e-07,2.6895817223670035,3
1.6503332378552287e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,25.3982478812604,3
1.0639304888476683e-07,4.911065718094984e-07,1.9938104580902248e-07,2.673255216132954e-07,5.330901815304834,3
1.8493793736592765e-07,5.314760140949879e-07,1.7575223189192756e-07,2.2037759145083957e-07,14.134445578245339,3
2.2090138325985143e-07,6.837222153611598e-07,1e-07,2.2037759145083957e-07,15.18241854238507,3
1e-07,6.837222153611598e-07,1e-07,2.803229566459195e-07,25.252631076596533,3
1e-07,6.656396991919685e-07,1.1632737202459051e-07,2.2037759145083957e-07,26.445329928135102,3
1.6503332378552287e-07,5.314760140949879e-07,1.7575223189192756e-07,2.2037759145083957e-07,17.54349002922446,3
2.2090138325985143e-07,6.907667176128873e-07,1.2660104689912975e-07,2.803229566459195e-07,21.659770793366903,3
2.2090138325985143e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.659770793366903,3
1.6503332378552287e-07,6.986287356075582e-07,1.2947044024450092e-07,2.803229566459195e-07,25.3982478812604,3
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.7553111032855236e-07,27.893072218996178,3
1.6503332378552287e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.3982478812604,3
1.6689061824574623e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.447742595834285,3
1.3748213491431994e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,27.248652739113542,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.248652739113542,4
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,19.29616583889932,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.248652739113542,4
1.6689061824574623e-07,6.986287356075582e-07,1.2660104689912975e-07,2.7553111032855236e-07,25.447742595834285,4
1.7178125011666765e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.996149562093024,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.7553111032855236e-07,27.248652739113542,4
1.0684869767613416e-07,6.907667176128873e-07,1.2660104689912975e-07,2.803229566459195e-07,31.38614642456992,4
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,4
1.6503332378552287e-07,6.986287356075582e-07,1.2660104689912975e-07,2.7553111032855236e-07,25.483185217081548,4
1.3748213491431994e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,29.106435258336404,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1.3748213491431994e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.106435258336404,4
1.6689061824574623e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.447742595834285,4
1.6689061824574623e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,23.537956355488394,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.74626308466176,4
1.6503332378552287e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,24.86937161921347,4
1.3748213491431994e-07,6.986287356075582e-07,2.2301430149341484e-07,2.7553111032855236e-07,27.248652739113542,4
2.3152074816388567e-07,6.656396991919685e-07,1.2660104689912975e-07,2.803229566459195e-07,12.78690932171602,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1.6689061824574623e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,23.537956355488394,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1.3748213491431994e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,27.248652739113542,4
1.6503332378552287e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,25.483185217081548,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,4
1.6503332378552287e-07,6.986287356075582e-07,1e-07,2.758361372069518e-07,25.483185217081548,4
1.6503332378552287e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,25.483185217081548,4
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.248652739113542,5
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.248652739113542,5
1.3748213491431994e-07,6.907667176128873e-07,1.2660104689912975e-07,2.803229566459195e-07,28.133156058985104,5
1.3748213491431994e-07,3.621946379699906e-07,1.1632737202459051e-07,2.2037759145083957e-07,1.2835969720640552,5
1.0684869767613416e-07,6.907667176128873e-07,1.2660104689912975e-07,2.2037759145083957e-07,21.631836239349248,5
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.325628967214904,5
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.248652739113542,5
1.0684869767613416e-07,6.907667176128873e-07,1.2660104689912975e-07,2.7553111032855236e-07,21.631836239349248,5
1e-07,6.986287356075582e-07,1e-07,2.758361372069518e-07,24.12090498551359,5
1e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.821929509599382,5
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.325628967214904,5
1.0684869767613416e-07,6.907667176128873e-07,1.1632737202459051e-07,2.2037759145083957e-07,21.631836239349248,5
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.631836239349248,5
1e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,24.12090498551359,5
1.0684869767613416e-07,6.907667176128873e-07,1.1632737202459051e-07,2.2037759145083957e-07,21.631836239349248,5
1.0684869767613416e-07,6.907667176128873e-07,1.2660104689912975e-07,2.679435547922171e-07,21.631836239349248,5
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,5
1.7178125011666765e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.996149562093024,5
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,27.248652739113542,5
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.786124192907911e-07,27.248652739113542,5
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,27.248652739113542,5
1.0684869767613416e-07,6.907667176128873e-07,1.2660104689912975e-07,2.803229566459195e-07,21.631836239349248,5
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.631836239349248,5
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.631836239349248,5
1e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,24.12090498551359,5
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.631836239349248,5
1.4601227603366767e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.24000759113418,5
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.631836239349248,5
1e-07,6.907667176128873e-07,1.2660104689912975e-07,2.803229566459195e-07,23.368816493421836,5
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.325628967214904,5
1.0626997181291775e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.397603093260123,6
1.4601227603366767e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.359809906384484,6
1e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,22.297846899322753,6
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.803229566459195e-07,30.285692241327382,6
1e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,22.297846899322753,6
1.463857954573145e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.24000759113418,6
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2783644766120552e-07,30.233640991173182,6
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.233640991173182,6
1.4601227603366767e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.24000759113418,6
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.786124192907911e-07,29.035863587369615,6
1.3748213491431994e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.035863587369615,6
1.3748213491431994e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,29.106435258336404,6
1e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,22.297846899322753,6
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.786124192907911e-07,30.233640991173182,6
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,6
1.3748213491431994e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.106435258336404,6
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,6
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.233640991173182,6
1e-07,6.870821734470208e-07,1.2660104689912975e-07,2.2037759145083957e-07,22.845811363814956,6
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2157975722664544e-07,30.233640991173182,6
1.3748213491431994e-07,6.907667176128873e-07,1.3016146962941687e-07,2.2037759145083957e-07,28.637409942492237,6
1e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,22.297846899322753,6
1.0684869767613416e-07,7e-07,2.426044930779609e-07,2.2037759145083957e-07,30.233640991173182,6
1.3748213491431994e-07,6.907667176128873e-07,1.2660104689912975e-07,2.2037759145083957e-07,28.637409942492237,6
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.233640991173182,6
1.4601227603366767e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.24000759113418,6
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.233640991173182,6
1.4601227603366767e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,29.24000759113418,6
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,6
1e-07,7e-07,1.2660104689912975e-07,2.803229566459195e-07,22.297846899322753,6
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.5647120072699004e-07,6.986287356075582e-07,1e-07,2.758361372069518e-07,26.151000631945674,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,31.38614642456992,7
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2157975722664544e-07,25.897825924859497,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,7e-07,2.426044930779609e-07,2.2037759145083957e-07,25.897825924859497,7
1.0684869767613416e-07,3.2575354356248155e-07,1e-07,2.758361372069518e-07,1.2427213852444448,7
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,25.897825924859497,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,7
1.0684869767613416e-07,7e-07,2.3775571386802625e-07,2.2037759145083957e-07,25.897825924859497,7
1.1015864674551667e-07,7e-07,1.2660104689912975e-07,2.786124192907911e-07,26.155492593335488,7
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.758361372069518e-07,25.897825924859497,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,31.38614642456992,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.1355571645022494e-07,30.285692241327382,7
1.0684869767613416e-07,6.986287356075582e-07,1.1632737202459051e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.758361372069518e-07,30.285692241327382,7
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.2037759145083957e-07,25.897825924859497,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,31.38614642456992,7
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,25.897825924859497,7
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.2037759145083957e-07,25.897825924859497,7
1.0684869767613416e-07,7e-07,1.1632737202459051e-07,2.803229566459195e-07,25.897825924859497,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2783644766120552e-07,31.38614642456992,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,7
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2783644766120552e-07,31.38614642456992,8
1.0684869767613416e-07,7e-07,1.2660104689912975e-07,2.2783644766120552e-07,29.68928584914123,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,31.38614642456992,8
2.1353989775119028e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,21.84475979336257,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,31.38614642456992,8
1.0684869767613416e-07,6.986287356075582e-07,1e-07,2.2037759145083957e-07,30.285692241327382,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,8
1.0684869767613416e-07,5.747833684578236e-07,1e-07,2.803229566459195e-07,20.225093739043416,8
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2783644766120552e-07,30.285692241327382,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,31.38614642456992,8
1.0684869767613416e-07,6.986287356075582e-07,1e-07,2.2037759145083957e-07,30.285692241327382,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,31.38614642456992,8
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,31.38614642456992,8
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,8
1.0684869767613416e-07,6.907667176128873e-07,1.2660104689912975e-07,2.2037759145083957e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,31.38614642456992,8
1.0684869767613416e-07,4.090182080487953e-07,1e-07,2.2783644766120552e-07,3.0126600091907583,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,31.38614642456992,8
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.38614642456992,8
1.0684869767613416e-07,6.986287356075582e-07,1.2660104689912975e-07,2.2037759145083957e-07,30.285692241327382,8
1.0433666279374439e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,20.623509672681205,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2157975722664544e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2783644766120552e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.803229566459195e-07,21.36182947183233,9
1.0328965637310933e-07,6.907667176128873e-07,1e-07,2.758361372069518e-07,31.046637530291445,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
1.0684869767613416e-07,6.907667176128873e-07,1e-07,2.2037759145083957e-07,21.36182947183233,9
