s,w,l,height,delta_amp,generation
1.573662150868282e-07,6.31966470260031e-07,1.2530389088952144e-07,2.0424704595708904e-07,18.725432400928575,3
1.5370113615910974e-07,6.31966470260031e-07,1.309106757401125e-07,2.4630989347225763e-07,24.868111966493764,3
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,15.01071258236287,3
1.573662150868282e-07,6.31966470260031e-07,1.2530389088952144e-07,2.1080977328883253e-07,18.725432400928575,3
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,15.01071258236287,3
1.589426441501161e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.10297064677235,3
1.573662150868282e-07,6.31966470260031e-07,1.0747855329858131e-07,2.1080977328883253e-07,18.725432400928575,3
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,29.38836205618949,3
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,29.38836205618949,3
1.16644133743623e-07,6.947794362766415e-07,1.3134665221873723e-07,1.6104914098272676e-07,25.008964945598212,3
1.16644133743623e-07,7e-07,1.2593896794958094e-07,2.4630989347225763e-07,28.519402799078648,3
1.573662150868282e-07,6.539005298887217e-07,1.240129077528006e-07,1.8783593715114837e-07,17.170827463626996,3
1.16644133743623e-07,6.948827540400124e-07,1.2593896794958094e-07,1.8783593715114837e-07,25.008964945598212,3
1.16644133743623e-07,6.31966470260031e-07,1.3134665221873723e-07,1.6104914098272676e-07,13.524622746989708,3
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,15.01071258236287,3
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.0424704595708904e-07,28.519402799078648,3
1.573662150868282e-07,6.31966470260031e-07,1.309106757401125e-07,2.1080977328883253e-07,18.725432400928575,3
1.589426441501161e-07,6.31966470260031e-07,1.309106757401125e-07,2.4630989347225763e-07,26.37289232375546,3
2.0736827221144376e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.469420746317386,3
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.4630989347225763e-07,15.01071258236287,3
1.573662150868282e-07,7e-07,1.2513520856686304e-07,1.6104914098272676e-07,13.28535465874059,3
1.573662150868282e-07,6.31966470260031e-07,1.2530389088952144e-07,2.0424704595708904e-07,18.725432400928575,3
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,1.6104914098272676e-07,15.01071258236287,3
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.2478590760440453e-07,29.38836205618949,3
1.573662150868282e-07,6.31966470260031e-07,1.2530389088952144e-07,2.0424704595708904e-07,18.725432400928575,3
1.3138462866975918e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,28.097388877313406,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.16644133743623e-07,6.31966470260031e-07,1.309106757401125e-07,2.4630989347225763e-07,27.30163016945095,4
1.573662150868282e-07,6.948827540400124e-07,1.2593896794958094e-07,1.8783593715114837e-07,21.90784926429972,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,27.033963629033398,4
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.887291059074208,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,27.033963629033398,4
1.589426441501161e-07,6.31966470260031e-07,1.309106757401125e-07,2.4630989347225763e-07,26.37289232375546,4
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.887291059074208,4
1.16644133743623e-07,6.539005298887217e-07,1.5925007990451564e-07,2.171930748005619e-07,21.459799226533438,4
1.573662150868282e-07,6.910934206251289e-07,1.8914889499841484e-07,2.1080977328883253e-07,27.033963629033398,4
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.887291059074208,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.887291059074208,4
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.887291059074208,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.3726359293273394e-07,27.033963629033398,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.566763448203904,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,1.8783593715114837e-07,27.033963629033398,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.2478590760440453e-07,27.033963629033398,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.2478590760440453e-07,27.033963629033398,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.5370113615910974e-07,6.31966470260031e-07,1.2530389088952144e-07,2.1080977328883253e-07,19.48071244584316,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.2478590760440453e-07,27.033963629033398,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.9473362302492247e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,21.674465759638448,4
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,29.720995166410642,4
1.573662150868282e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.033963629033398,4
1.573662150868282e-07,4.2830319353178447e-07,1.2530389088952144e-07,2.1080977328883253e-07,2.6894183305640884,4
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,29.720995166410642,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,29.720995166410642,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.4630989347225763e-07,28.519402799078648,5
1.573662150868282e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.25800254489467,5
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,30.566763448203904,5
1.573662150868282e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.25800254489467,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,4.818554306323307e-07,1.2530389088952144e-07,2.1080977328883253e-07,8.78885350866802,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,29.720995166410642,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.573662150868282e-07,6.966059453358569e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.17076404825252,5
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,29.720995166410642,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,31.170399886822278,5
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.566763448203904,5
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.566763448203904,5
1.573662150868282e-07,6.910934206251289e-07,1.2278042830796676e-07,2.1080977328883253e-07,26.196043639636596,5
1.16644133743623e-07,6.31966470260031e-07,1.309106757401125e-07,2.4630989347225763e-07,23.013430833657694,5
1.3138462866975918e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.0846025618581,5
1.573662150868282e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.25800254489467,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,1.8088673823484565e-07,28.519402799078648,5
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.0424704595708904e-07,28.519402799078648,5
1.16644133743623e-07,6.31966470260031e-07,1.309106757401125e-07,2.1080977328883253e-07,23.013430833657694,5
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.70168353649384,6
1.092160586741731e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.42044355809845,6
2.0739083832468237e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.46319473046794,6
1.0921871718689949e-07,5.583353900009026e-07,1.2530389088952144e-07,2.1080977328883253e-07,17.68924226528828,6
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.566763448203904,6
1.3138462866975918e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.162203447476283,6
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.70168353649384,6
1.0921871718689949e-07,7e-07,1.2530389088952144e-07,2.0424704595708904e-07,27.42044355809845,6
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.70168353649384,6
1.3138462866975918e-07,7e-07,1.2530389088952144e-07,2.0424704595708904e-07,27.162203447476283,6
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,6
1.3138462866975918e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,27.82142274475339,6
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,31.170399886822278,6
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,6
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.70168353649384,6
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.566763448203904,6
1.3138462866975918e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,29.098918183656078,6
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.0424704595708904e-07,28.519402799078648,6
2.475902157214787e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,15.40280778197732,6
1.16644133743623e-07,6.910934206251289e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.566763448203904,6
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,6
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,31.170399886822278,6
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.519402799078648,6
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.566763448203904,6
1.16644133743623e-07,7e-07,1.2530389088952144e-07,2.0424704595708904e-07,28.519402799078648,6
1.16644133743623e-07,6.844254874246995e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.252707368307806,6
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.70168353649384,6
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.70168353649384,6
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,31.170399886822278,6
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,31.170399886822278,6
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,28.742893368478974,7
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,28.742893368478974,7
1.0921871718689949e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,20.560295937641623,7
1.16644133743623e-07,6.910934206251289e-07,1.2941501676407264e-07,2.0424704595708904e-07,26.12912336613115,7
1.0921871718689949e-07,6.947794362766415e-07,1.7471177648950758e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2003612017874067e-07,2.0424704595708904e-07,20.560295937641623,7
1.16644133743623e-07,6.910934206251289e-07,1.2530389088952144e-07,2.0424704595708904e-07,26.12912336613115,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,20.560295937641623,7
1.16644133743623e-07,6.947794362766415e-07,1.1802906339482749e-07,2.1080977328883253e-07,28.742893368478974,7
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,28.742893368478974,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.844254874246995e-07,1.2530389088952144e-07,2.1080977328883253e-07,29.261970087295232,7
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,28.742893368478974,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,20.560295937641623,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.9078723098998705e-07,20.560295937641623,7
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.234853545482597,7
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,28.742893368478974,7
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,31.170399886822278,8
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,30.70168353649384,8
1.0921871718689949e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,31.170399886822278,8
1.0921871718689949e-07,6.947794362766415e-07,1.7109791230695414e-07,2.1080977328883253e-07,31.170399886822278,8
1.0921871718689949e-07,6.844254874246995e-07,1.2941501676407264e-07,2.1080977328883253e-07,29.633397159600552,8
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,30.70168353649384,8
1.16644133743623e-07,6.844254874246995e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.252707368307806,8
1.223056545877687e-07,6.844254874246995e-07,1.2530389088952144e-07,2.1080977328883253e-07,28.015022319107928,8
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.08284888702309,8
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.08284888702309,8
1.16644133743623e-07,6.844254874246995e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.252707368307806,8
1.223056545877687e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,30.08284888702309,8
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.08284888702309,8
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.70168353649384,8
1.0921871718689949e-07,6.947794362766415e-07,1.7471177648950758e-07,2.1080977328883253e-07,31.170399886822278,8
1.16644133743623e-07,6.947794362766415e-07,1.3369008890519907e-07,2.1080977328883253e-07,30.70168353649384,8
1.16644133743623e-07,4.4306587445306556e-07,1.2530389088952144e-07,2.0424704595708904e-07,6.26891277017023,8
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.70168353649384,8
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,31.170399886822278,8
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.08284888702309,8
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.08284888702309,8
1.16644133743623e-07,5.283119708415466e-07,1.1802906339482749e-07,2.1080977328883253e-07,11.350333442812081,8
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,30.70168353649384,8
1.16644133743623e-07,5.669113310154378e-07,1.2941501676407264e-07,2.1080977328883253e-07,18.150411647630197,8
1.223056545877687e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,30.08284888702309,8
1.223056545877687e-07,6.947794362766415e-07,1.2530389088952144e-07,2.081172227703038e-07,30.08284888702309,8
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.70168353649384,8
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,31.170399886822278,8
1.16644133743623e-07,6.947794362766415e-07,1.1802906339482749e-07,2.1080977328883253e-07,30.70168353649384,8
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.70168353649384,8
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,30.782204949607788,9
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,13.180544811730941,9
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.782204949607788,9
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.782204949607788,9
1.0921871718689949e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,13.180544811730941,9
1.234193715047907e-07,6.947794362766415e-07,1.7109791230695414e-07,2.1080977328883253e-07,9.760711075854513,9
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,13.180544811730941,9
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.782204949607788,9
1.16644133743623e-07,6.844254874246995e-07,1.3369008890519907e-07,2.1080977328883253e-07,30.252707368307806,9
1.0921871718689949e-07,6.947794362766415e-07,1.2941501676407264e-07,2.0424704595708904e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.7471177648950758e-07,2.1080977328883253e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.93549101995803e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.2530389088952144e-07,2.0424704595708904e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.7109791230695414e-07,2.0424704595708904e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.7471177648950758e-07,2.1080977328883253e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.7109791230695414e-07,2.1080977328883253e-07,13.180544811730941,9
1.0921871718689949e-07,6.947794362766415e-07,1.7109791230695414e-07,2.1080977328883253e-07,13.180544811730941,9
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.782204949607788,9
1.16644133743623e-07,6.947794362766415e-07,1.2941501676407264e-07,2.1080977328883253e-07,30.782204949607788,9
1.16644133743623e-07,6.947794362766415e-07,1.3369008890519907e-07,2.1080977328883253e-07,30.782204949607788,9
1.16644133743623e-07,6.947794362766415e-07,1.2530389088952144e-07,2.1080977328883253e-07,30.782204949607788,9
