s,w,l,height,total_length,fitness_score,generation,fitness_strategy
1.245936782270694e-07,4.005390792317538e-07,1.4110671271577639e-07,2.144752837047571e-07,2.4330076127116552e-05,0.7817790039201541,1,highpass
