Lambda,DC,w,height,S11,generation
4.426390238822813e-07,0.6550962909444096,5.455659862517098e-07,2.3377636697037362e-07,,1
3.986124415811757e-07,0.1292487825908257,4.909253586361437e-07,1.956466744776634e-07,,1
1.7649235368721337e-07,0.1,3e-07,1.5e-07,0.3567012374617415,1
1.7649235368721337e-07,0.1,3e-07,1.5e-07,0.3567012374617415,2
1.7649235368721337e-07,0.1,3e-07,1.5e-07,0.3567012374617415,2
1.7649235368721337e-07,0.1,3e-07,1.5e-07,0.3567012374617415,2
