s,w,l,height,total_length,fitness_score,generation,fitness_strategy
1e-07,4.893653105873928e-07,2.1525718872628634e-07,1.6736313308513774e-07,4.123712563843194e-05,0.21909001886043733,1,highpass
1.9358395013580858e-07,3.6972067547426525e-07,2.4885052475683453e-07,2.2355979292855088e-07,2.473628771060213e-05,0.08890410822418299,1,highpass
1.3248788107448697e-07,3.959096372089028e-07,1.002223130276344e-07,1.8623904093575657e-07,4.2070107668598194e-05,0.03771259770854954,1,highpass
1e-07,4.893653105873928e-07,2.1525718872628634e-07,1.6736313308513774e-07,4.123712563843194e-05,0.21785291686288594,2,highpass
1e-07,4.893653105873928e-07,2.1525718872628634e-07,1.6736313308513774e-07,4.123712563843194e-05,0.21785291686288594,2,highpass
1e-07,4.893653105873928e-07,2.1525718872628634e-07,1.6656514191506072e-07,4.123712563843194e-05,0.21785291686288594,2,highpass
