s,w,l,height,total_length,fitness_score,generation,fitness_strategy
1.3256758148377177e-07,5.273230519618256e-07,1.5985243231991524e-07,2.6889147412959617e-07,4.182085405822943e-05,0.10508236638427076,1,highpass
