s,w,l,height,total_length,fitness_score,generation,fitness_strategy
1.0894082056624406e-07,4.1129734385537525e-07,2.0305755705203794e-07,1.5951226066632786e-07,2.6275322164735175e-05,0.3352052097731713,1,highpass
1.6634973289977137e-07,7e-07,1.775046911037518e-07,2.1301885973387226e-07,3.489176047549236e-05,0.1409972852305206,1,highpass
1.1584537749586487e-07,6.204414054678214e-07,1.5597561143085396e-07,2.9807347092441937e-07,1.948226511829357e-05,0.03749025849911913,1,highpass
1.0894082056624406e-07,4.1129734385537525e-07,2.0305755705203794e-07,1.5951226066632786e-07,2.6275322164735175e-05,0.3352052097731713,2,highpass
1.0894082056624406e-07,4.1129734385537525e-07,2.0305755705203794e-07,1.5951226066632786e-07,2.6275322164735175e-05,0.3352052097731713,2,highpass
1.0894082056624406e-07,4.1129734385537525e-07,2.0305755705203794e-07,1.5951226066632786e-07,2.6275322164735175e-05,0.3352052097731713,2,highpass
