s,w,l,height,delta_amp,generation
1.9458778006228227e-07,7e-07,2.0476781998895973e-07,1.5479198712551004e-07,5.53015381202709,1
1.8794947267096122e-07,5.529100343463285e-07,2.3824207155709237e-07,1.99119434396986e-07,1.7922843081824653,1
1.2831915237968794e-07,6.240114243494324e-07,2.305450437690312e-07,2.614689829809549e-07,0.003543235186283855,1
1.4307988815408599e-07,3.1177573479553873e-07,1.0710903212421968e-07,2.7163309425902453e-07,0.37196579433612387,1
1.6822195567396514e-07,7e-07,1.8978762024664467e-07,2.5450630150001254e-07,0.04072060497630137,1
2.180043693763215e-07,6.702915995735755e-07,1.1202341856584344e-07,2.818071078406089e-07,23.218100849708705,1
1.1674791246038475e-07,4.20318991394393e-07,2.2821645019012184e-07,2.2002706590984906e-07,11.415059403297438,1
1.4206847285568943e-07,3.093459893383127e-07,2.08856828532894e-07,2.454790773486397e-07,2.376024380434879,1
1.2632242091198163e-07,3.053031832748375e-07,1.956635986028113e-07,1.6431268021481417e-07,0.002111576613034627,1
1.118192154277175e-07,3e-07,1.3308274761559523e-07,2.434927014243733e-07,0.8749273124268504,1
2.019803124534198e-07,4.511969727804148e-07,1.057874358822293e-07,2.7730786643365686e-07,4.198539428172797,1
2.152312447228021e-07,5.439908691724841e-07,2.246541338527271e-07,2.988784448991217e-07,0.0,1
1.3745057643116804e-07,5.967908291675251e-07,2.1165878462650693e-07,1.6957156619241896e-07,13.627911081853119,1
1.3911060732489522e-07,3.7665891935671616e-07,1.0899168920966483e-07,2.678966416906932e-07,1.817241326346457,1
2.2064543632987817e-07,6.740837121496085e-07,1.691227449482208e-07,1.7842529893231993e-07,8.32737818460296,1
1.1008773903134024e-07,4.814546261660279e-07,1.6150412186075912e-07,1.7834568946375973e-07,9.428093042654385,1
1.37504919717603e-07,6.976669644909936e-07,1e-07,1.881821726405219e-07,12.196341682921476,1
1.6313434191959376e-07,3e-07,1.0325408615975052e-07,2.753855720633257e-07,0.19980476143635917,1
1.779014083748089e-07,5.71088402078842e-07,1.63823418887537e-07,2.895589278450053e-07,6.384388855361158,1
1.4829114578523277e-07,5.116984325066241e-07,1.1671720499110457e-07,3e-07,14.41443189634325,1
2.3486715139656145e-07,6.782503904522577e-07,1.2937482442436994e-07,1.615526515990608e-07,14.599236862837731,1
1.5345958133093917e-07,5.637391075797704e-07,1.298211535157587e-07,1.8555233850009844e-07,10.89223065375662,1
1.1383005967590628e-07,3.775030615741188e-07,1.26467213900486e-07,2.7328899119207676e-07,3.7463885419719505,1
1.1881543065595157e-07,4.199696659160391e-07,1.27367039329294e-07,1.5e-07,1.0233031927092537,1
1.5435739928042071e-07,4.421408391845579e-07,1.0570776746426359e-07,3e-07,5.717699734911399,1
2.2532704471134472e-07,3.8135550141732816e-07,2.160948678622511e-07,2.394257630239069e-07,7.454839723232677,1
1.2306784806625537e-07,3.929977653962036e-07,2.3783054680606215e-07,2.0688958117193282e-07,10.847057502845793,1
1.8826305905422702e-07,6.670719065328588e-07,1.661755492589688e-07,2.6770221115125935e-07,1.876596637973173,1
1.8192592462615923e-07,5.506588830505498e-07,1.4044583939775644e-07,1.5e-07,3.679698536367424,1
1.1281808408645238e-07,5.79921365012172e-07,2.0691518891971533e-07,2.279769194019443e-07,3.7806000551270516,1
2.3486715139656145e-07,6.782503904522577e-07,1.6150412186075912e-07,1.7834568946375973e-07,3.2294749519211807,2
1.4829114578523277e-07,6.782503904522577e-07,1.2937482442436994e-07,1.615526515990608e-07,14.578740089393767,2
1.5435739928042071e-07,4.421408391845579e-07,1.0570776746426359e-07,1.881821726405219e-07,1.5094588303019014,2
1.37504919717603e-07,5.967908291675251e-07,2.1165878462650693e-07,1.6957156619241896e-07,13.627285928420816,2
1.37504919717603e-07,6.976669644909936e-07,1.1202341856584344e-07,2.818071078406089e-07,34.6205534466755,2
1.1674791246038475e-07,5.116984325066241e-07,1.1671720499110457e-07,3e-07,16.490330729790102,2
2.3486715139656145e-07,6.782503904522577e-07,1.2937482442436994e-07,2.895589278450053e-07,3.2294749519211807,2
1.3745057643116804e-07,5.116984325066241e-07,1.1671720499110457e-07,3e-07,15.532140689031912,2
1.3745057643116804e-07,5.967908291675251e-07,1.6150412186075912e-07,1.7834568946375973e-07,7.478494484607449,2
2.180043693763215e-07,3.929977653962036e-07,2.3783054680606215e-07,2.0688958117193282e-07,7.2595875329623745,2
2.3486715139656145e-07,6.782503904522577e-07,1.2937482442436994e-07,3e-07,3.2294749519211807,2
1.4829114578523277e-07,5.116984325066241e-07,1.1671720499110457e-07,1.8555233850009844e-07,4.43043418944866,2
1.4829114578523277e-07,5.116984325066241e-07,1.1671720499110457e-07,3e-07,4.43043418944866,2
2.180043693763215e-07,6.702915995735755e-07,1.1202341856584344e-07,1.5479198712551004e-07,23.218100849708705,2
2.2064543632987817e-07,6.740837121496085e-07,1.2937482442436994e-07,1.615526515990608e-07,11.792232132628671,2
2.019803124534198e-07,4.511969727804148e-07,1.2937482442436994e-07,1.615526515990608e-07,1.7551421039126303,2
1.3745057643116804e-07,6.782503904522577e-07,1.2937482442436994e-07,1.5979807863368338e-07,14.024717402128786,2
1.3745057643116804e-07,5.967908291675251e-07,1e-07,1.881821726405219e-07,7.478494484607449,2
2.180043693763215e-07,6.702915995735755e-07,1.1202341856584344e-07,2.2002706590984906e-07,23.218100849708705,2
1.5345958133093917e-07,5.637391075797704e-07,1.298211535157587e-07,1.615526515990608e-07,6.304322135459651,2
2.180043693763215e-07,6.702915995735755e-07,1.1202341856584344e-07,2.818071078406089e-07,23.218100849708705,2
1.1674791246038475e-07,4.20318991394393e-07,1.1671720499110457e-07,3e-07,6.4910703597538255,2
1.4206847285568943e-07,3.093459893383127e-07,2.08856828532894e-07,2.454790773486397e-07,2.376024380434879,2
1.1008773903134024e-07,4.814546261660279e-07,1.6150412186075912e-07,2.491472289112786e-07,15.330623974382032,2
1.1008773903134024e-07,6.782503904522577e-07,1.2937482442436994e-07,1.615526515990608e-07,17.632864159641247,2
2.2064543632987817e-07,6.740837121496085e-07,1.691227449482208e-07,1.7842529893231993e-07,11.792232132628671,2
2.2064543632987817e-07,6.740837121496085e-07,1.2937482442436994e-07,1.615526515990608e-07,11.792232132628671,2
1.1281808408645238e-07,5.79921365012172e-07,2.0691518891971533e-07,1.8555233850009844e-07,15.531705116644313,2
1.37504919717603e-07,6.702915995735755e-07,1.1202341856584344e-07,2.818071078406089e-07,31.42735165798424,2
1.4829114578523277e-07,5.116984325066241e-07,1.2937482442436994e-07,1.615526515990608e-07,4.43043418944866,2
1.3745057643116804e-07,5.116984325066241e-07,1.1671720499110457e-07,2.2002706590984906e-07,7.67366418037492,3
1.1674791246038475e-07,5.630015454185513e-07,2.0691518891971533e-07,1.8555233850009844e-07,16.072173740588536,3
1.1008773903134024e-07,6.782503904522577e-07,1.1202341856584344e-07,2.818071078406089e-07,17.632864159641247,3
1.1008773903134024e-07,6.782503904522577e-07,1.2937482442436994e-07,1.615526515990608e-07,17.632864159641247,3
2.180043693763215e-07,6.702915995735755e-07,1.1202341856584344e-07,2.818071078406089e-07,23.218100849708705,3
1.37504919717603e-07,6.702915995735755e-07,1.1202341856584344e-07,1.5479198712551004e-07,31.42735165798424,3
2.180043693763215e-07,4.814546261660279e-07,1.6150412186075912e-07,2.491472289112786e-07,12.944350303655014,3
1.1008773903134024e-07,6.702915995735755e-07,1.1202341856584344e-07,1.5479198712551004e-07,8.532208878576327,3
1.4829114578523277e-07,6.740837121496085e-07,1.2937482442436994e-07,1.615526515990608e-07,14.45742177802574,3
1.1674791246038475e-07,5.116984325066241e-07,1.1671720499110457e-07,3e-07,16.490330729790102,3
2.2064543632987817e-07,6.740837121496085e-07,1.2937482442436994e-07,1.615526515990608e-07,11.792232132628671,3
1.1674791246038475e-07,5.116984325066241e-07,1.1671720499110457e-07,3e-07,16.490330729790102,3
2.180043693763215e-07,6.702915995735755e-07,1.1202341856584344e-07,3e-07,23.218100849708705,3
1.37504919717603e-07,6.976669644909936e-07,1.1202341856584344e-07,2.818071078406089e-07,34.6205534466755,3
1.1008773903134024e-07,6.805151382069117e-07,1.1202341856584344e-07,2.818071078406089e-07,26.48714484266248,3
1.6603771288182166e-07,5.116984325066241e-07,1.1202341856584344e-07,2.818071078406089e-07,11.20056996341397,3
1.5552282485268544e-07,6.740837121496085e-07,1.691227449482208e-07,1.5479198712551004e-07,19.262720789864375,3
1.1674791246038475e-07,6.702915995735755e-07,1.1202341856584344e-07,2.818071078406089e-07,27.873308313419585,3
1.37504919717603e-07,5.967908291675251e-07,1.1671720499110457e-07,3e-07,27.856566809125457,3
