s,w,l,height,total_length,fitness_score,generation,fitness_strategy
1.5954316716171615e-07,5.414335777289751e-07,1.5936754490215472e-07,1.5e-07,3.817861147507996e-05,0.10968697718382694,1,highpass
1.885111499877442e-07,5.685060923769126e-07,1.636459527936408e-07,1.7095762892774525e-07,4.44450821096495e-05,0.15345626149639255,1,highpass
1.0588594983602635e-07,5.972164633517413e-07,2.249476443142186e-07,2.0370804014793145e-07,3.203941860603984e-05,0.2489374997266117,1,highpass
1.0588594983602635e-07,5.972164633517413e-07,2.249476443142186e-07,2.0370804014793145e-07,3.203941860603984e-05,0.2489374997266117,2,highpass
1.0588594983602635e-07,5.972164633517413e-07,2.249476443142186e-07,2.0370804014793145e-07,3.203941860603984e-05,0.2489374997266117,2,highpass
1.0588594983602635e-07,5.972164633517413e-07,2.249476443142186e-07,2.0370804014793145e-07,3.203941860603984e-05,0.2489374997266117,2,highpass
