s,w,l,height,delta_amp,generation
1.5212994607808176e-07,6.337871084897193e-07,1.7492637790549768e-07,2.3981604419047334e-07,7.45009113463232,1
1.9080953766256925e-07,5.622851512625532e-07,2.348867948143099e-07,2.519731739976631e-07,0.0,1
2.2002220906476636e-07,6.578400714443953e-07,1.273992622839594e-07,2.825866099936001e-07,13.752727856466684,1
1.9391969962121169e-07,3.1598279301526244e-07,1.5167212627108412e-07,1.5e-07,0.0,1
1.1618621174802756e-07,4.1194843875329507e-07,1.2015005989490815e-07,1.5e-07,0.946803000876157,1
1.3635237825959008e-07,5.963265908270347e-07,1.487289770287255e-07,1.6403301839806735e-07,13.855942261192453,1
1.7566047452378056e-07,4.0598437784002897e-07,2.2878919904627246e-07,2.756324553764047e-07,9.826981233082655,1
2.042351323893523e-07,7e-07,1.3343828737351584e-07,2.2198924717734743e-07,20.773213599975513,1
1.3975042912226144e-07,3.1748303538716924e-07,1.3981479749967796e-07,2.632528942306735e-07,1.353195186174137,1
1.8172815100594357e-07,4.1033935734106825e-07,1.4594604108130462e-07,1.8865314965788104e-07,2.4743431954039874,1
1.6915230959148132e-07,3.8675777973898447e-07,1.6284079310971413e-07,2.177454600230184e-07,2.6297197756797095,1
2.447567837873606e-07,6.156029089400629e-07,1.3305975316138302e-07,2.621432933042197e-07,14.978139318873634,1
1.8754872252602623e-07,7e-07,2.2033505726911427e-07,3e-07,0.7559576347929036,1
2.154298006765989e-07,3.424908849415349e-07,2.435581846005481e-07,2.904486467231695e-07,6.9815831637785415,1
1e-07,3.2685485678302995e-07,1e-07,2.3688675542682197e-07,0.9880249966279968,1
1.8759233330292682e-07,3.289411610581231e-07,1.009097217811854e-07,1.5e-07,0.009435991313188286,1
1.227292708169937e-07,5.601466835413904e-07,2.1107558162395218e-07,1.6141097875107482e-07,17.787405736483556,1
2.418933111070934e-07,4.3178644932494345e-07,1.1004283169526511e-07,2.3999132889200237e-07,1.97845037108387,1
1.593841655282807e-07,6.727150225948376e-07,1.3153614853803096e-07,2.2560298689554373e-07,27.24048219167212,1
1.8084714977933756e-07,6.681234701838881e-07,1.1712977162258733e-07,2.1535313977617346e-07,17.980143305933105,1
1e-07,3.964688050357692e-07,2.0166314962867612e-07,2.726079940814649e-07,12.555188536692794,1
2.2620314231119526e-07,5.810371055486932e-07,1.380463726375048e-07,2.5848704829988044e-07,14.56695617430493,1
1.1080055307055882e-07,5.045672854198148e-07,1.719908623601581e-07,1.9339572098651816e-07,13.440441743309343,1
1.2207158899592898e-07,6.8389558291466e-07,1.2726081872040707e-07,1.6775902285334823e-07,18.23153678324878,1
1.1770872482136739e-07,6.465577901712278e-07,2.1071711297499745e-07,2.0050168461721787e-07,5.702681032617362,1
2.0218749182459776e-07,3.5405783043196547e-07,2.178372348874629e-07,1.9676979466927178e-07,2.620268541575228,1
1.6099540485644828e-07,6.8736523203881e-07,1.2588868740845924e-07,1.5e-07,10.297072688262853,1
1.6596039588659398e-07,3.28113170437233e-07,1e-07,2.2288376971252696e-07,0.22423183374401878,1
1.7646360749867528e-07,5.907076953540121e-07,1.697630969364841e-07,2.4120422869565005e-07,8.721135702128421,1
2.127949812302107e-07,4.3234270312265257e-07,1.4815349300221052e-07,2.829591253389047e-07,9.186930581736778,1
1.1080055307055882e-07,5.045672854198148e-07,1.719908623601581e-07,2.1535313977617346e-07,10.18972939272399,2
2.2002220906476636e-07,6.578400714443953e-07,1.273992622839594e-07,2.825866099936001e-07,10.494178399884795,2
1.593841655282807e-07,6.727150225948376e-07,1.3153614853803096e-07,2.5848704829988044e-07,7.886015222777487,2
1.1080055307055882e-07,5.045672854198148e-07,1.719908623601581e-07,1.6403301839806735e-07,10.18972939272399,2
