Lambda,DC,w,height,S11,generation
1e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.372474544030601,30
1e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.372474544030601,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.5763734109997117e-07,1.616104745211109e-07,0.372474544030601,30
1e-07,0.6427150206994037,4.539398245299531e-07,1.616104745211109e-07,,30
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,30
1e-07,0.3061639340142652,4.7236674581267373e-07,1.6066749258951143e-07,0.3724350169187568,30
1e-07,0.3061639340142652,4.4382780012856667e-07,1.6066749258951143e-07,0.3722030019994687,30
1e-07,0.3061639340142652,4.539398245299531e-07,2.445464664910115e-07,0.3165703461160811,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.616104745211109e-07,0.37241234603081835,31
1e-07,0.3061639340142652,4.512490206244483e-07,1.6066749258951143e-07,0.372645208162795,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,5.517643640187986e-07,1.6066749258951143e-07,0.36999925284885776,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
5.264143252777789e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,31
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.3999703848120887e-07,1.6066749258951143e-07,0.3719035869839944,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
5.578410027211038e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.524309770282317e-07,1.6066749258951143e-07,0.3726844947334988,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.5711199991387187e-07,0.3604111511927181,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
4.2620923990203095e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,32
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,2.5871680906086434e-07,0.30703740756136055,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.5636737137484045e-07,1.6066749258951143e-07,0.37277969102407477,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.176274691603551e-07,1.6066749258951143e-07,0.3694056731302784,33
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.5465930736454219e-07,0.36073609571117726,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1.1806157401394317e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3705671256308671,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.2888240240877814,4.539398245299531e-07,1.6066749258951143e-07,0.3702566186278566,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,33
1.1352340658117767e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3741945595020821,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.539398245299531e-07,2.1086219670754303e-07,0.3331964506643125,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3061639340142652,4.5636737137484045e-07,1.6066749258951143e-07,0.37277969102407477,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.5636737137484045e-07,1.6066749258951143e-07,0.37277969102407477,34
1.0620340076944552e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3718902583236603,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3061639340142652,4.539398245299531e-07,1.6066749258951143e-07,0.3727278251072907,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,34
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.3484880966801976e-07,1.6066749258951143e-07,0.3742732121521915,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.3719573215896527e-07,1.6066749258951143e-07,0.37468992541374735,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3061639340142652,4.5636737137484045e-07,1.6066749258951143e-07,0.37277969102407477,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,35
2.36176269718134e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,,35
1e-07,0.3266609462822511,4.7029972299711323e-07,1.6066749258951143e-07,0.37538075583316827,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.32875052593565063,4.539398245299531e-07,1.6066749258951143e-07,0.3759622005455237,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,5.87560049409135e-07,1.6066749258951143e-07,0.36740546722222656,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,36
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
4.0535816425340884e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,5.466218374400142e-07,1.6066749258951143e-07,0.3644279939510288,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3633882132572522,4.539398245299531e-07,1.6066749258951143e-07,,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,2.120406274923479e-07,0.3379500128239651,37
1e-07,0.32875052593565063,4.539398245299531e-07,1.6066749258951143e-07,0.3759622005455237,37
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.32875052593565063,4.539398245299531e-07,1.6066749258951143e-07,0.3759622005455237,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.583917653121113e-07,1.6066749258951143e-07,0.3760031887633542,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,37
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,38
1e-07,0.3266609462822511,4.583917653121113e-07,1.6066749258951143e-07,0.3760031887633542,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,38
1e-07,0.32875052593565063,4.539398245299531e-07,1.6066749258951143e-07,0.3759622005455237,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,38
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,38
1e-07,0.3266609462822511,4.583917653121113e-07,1.6066749258951143e-07,0.3760031887633542,38
1e-07,0.32875052593565063,4.539398245299531e-07,1.6066749258951143e-07,0.3759622005455237,38
1e-07,0.3494622366815232,4.539398245299531e-07,1.6066749258951143e-07,,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.426690175919316e-07,1.6066749258951143e-07,0.3751328422911529,38
1e-07,0.32875052593565063,4.539398245299531e-07,1.6066749258951143e-07,0.3759622005455237,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.583917653121113e-07,1.6066749258951143e-07,0.3760031887633542,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.583917653121113e-07,1.6066749258951143e-07,0.3760031887633542,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,38
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.6066749258951143e-07,0.3756670667197536,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,2.9216337189113037e-07,0.2829221373810669,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.32875052593565063,4.539398245299531e-07,2.3387815502681455e-07,0.3410794972425172,39
1e-07,0.32875052593565063,5.186164336474535e-07,1.5903744420586352e-07,0.3699507398828519,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,39
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,39
1e-07,0.3266609462822511,4.583917653121113e-07,1.5903744420586352e-07,0.3765246416022928,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.32875052593565063,4.539398245299531e-07,1.5903744420586352e-07,0.37647631253792013,39
1e-07,0.3266609462822511,4.539398245299531e-07,1.5903744420586352e-07,0.37618613148450214,39
