Timestamp,Best_Delta_Amp,Best_s,Best_w,Best_l,Best_height,Num_Generations,Population_Size,Mutation_Rate,s_Range,w_Range,l_Range,height_Range,Duration_Hours,Duration_Minutes
2025-07-24 23:37:39,8.7046e+00,2.2241e-07,3.8656e-07,2.1561e-07,2.4609e-07,1,3,0.2,"(1.00e-08, 5.00e-07)","(2.00e-07, 1.20e-06)","(1.00e-08, 5.00e-07)","(1.00e-07, 5.00e-07)",0,27
